Binary,Pcap,Time(s),Size(mb),Throughput(mb/s),Bandwidth(MBit/s)
TCP,PCAP/HTTP/http-k1.pcap,.039,2,51.28205128205128205128,410.25641025641025641024
TCP,PCAP/HTTP/http-k1.pcap,.033,2,60.60606060606060606060,484.84848484848484848480
TCP,PCAP/HTTP/http-k1.pcap,.033,2,60.60606060606060606060,484.84848484848484848480
